,osm_id,build_name
7642,296724553,Sai Wan Ho Street Re
7643,296724559,Shanghai Alumni Primary School
7644,296724565,Sunway Gardens
7645,296724566,Tai Chow House
7646,296724568,Tai Fung Building
7647,296724570,Tai Hing House
7648,296724571,Tai Kut House
7649,296724573,Tai Lung House
7650,296724574,Tai Ming House
7651,296724576,Tai Cheong House
7652,296724578,Tai Sing House
7653,296724603,Westlands Centre
7654,296724607,Wing Yu Lau
7655,296724610,Yick Fat Building
7656,296724642,Sai Wong House
7657,296724703,Eastern Centre
7658,296724721,Quarry Bay Municipal Servi
7659,296724777,sso
7660,296724782,Hoi Ching Mansion
7661,296724806,Fu Yan Court
7662,296724818,Hoi Lee Building
7663,296724829,Metro Hermitage
7664,296724907,Wing Yue Yuen Building
7665,296724953,King鈥檚 Road
7666,296724955,East Residences
7667,296724969,ne Eighty
7668,296725043,Yick Cheong Building
7669,297306234,St Benedict Church
7670,297308770,SS Cosmas and Damian Church
7671,297494120,Cha Kwo Ling Substation
7672,297494129,Christian and Missio
7673,297494138,B Hing Tin Estate Car Park B
7674,297494147,Lam Tin High Level Water Serv
7675,297494175,Pamela Youde Polycli
7676,297494177,Cha Kwo Ling Road Substati
7677,297494183,Yau Tong Telephone Exchange
7678,297494201,hell
7679,297494222,Yung
7680,297892895,Apex Garden
7681,297892896,Archie Garden
7682,297892897,Artland Garden
7683,297892898,Ashley Garden
7684,297892899,Avon Garden
7685,297892900,Block A
7686,297892901,Block A
7687,297892902,Block A
7688,297892903,Block A
7689,297892904,Block B
7690,297892905,Block B
7691,297892906,Block B
7692,297892907,Block B
7693,297892908,Block C
7694,297892909,Block C
7695,297892910,Block D
7696,297892911,Block E
7697,297892912,Block F
7698,297892923,Escort Garden
7699,297892929,Iris Garden
7700,297892935,Main Clinical Block
7701,297892953,Savoy Garden
7702,297892965,Tower 1
7703,297892966,Tower 2
7704,297892969,A鍙夿 Yue Tin Court Car Park A
7705,297892970,C鍙奃 Yue Tin Court Car Park C
7706,297892971,Yue Tin Court Commercial Centre
7707,298129051,Yau Tong No.2 Fresh
7708,298129052,Yau Tong Salt Water Reserv
7709,298129053,Yau Tong Service Reservoir
7710,298129056,Yau Tong Ventilation Building
7711,298129062,Cha Kwo Ling Salt Water
7712,299215657,C搴 Blocks A-C
7713,299215661,Bauhinia Court
7714,299215665,Block 1
7715,299215666,Block 1
7716,299215667,Block 1
7717,299215668,Block 2
7718,299215670,Block 2
7719,299215671,Block 3
7720,299215672,Block A
7721,299215673,Block A
7722,299215675,Block A
7723,299215676,Block A
7724,299215677,Block B
7725,299215678,Block B
7726,299215680,Block B
7727,299215681,Block B
7728,299215682,Block C
7729,299215683,The ind Hotel
7730,299215693,G搴 Blocks D-G
7731,299215715,Hong Lee Court Multi-st
7732,299215771,Nina Hotel Kowloon East
7733,299215772,Lai Yip Street Substation
7734,299215777,Lok Wah South Estate
7735,299215792,Ngau Tau Kok Government Of
7736,299215794,Ngau Tau Kok Public Toilet
7737,299215805,Peony Court
7738,299215825,Ting On Street Refuse C
7739,299215827,Tung Lee Industrial Building
7740,299215830,United Overseas Plaza
7741,299215840,Yick Fu House
7742,299215842,Linkchart Centre
7743,299215919,Lee Kee Building
7744,299215988,iet Shing Factory Building
7745,299581541,Block A
7746,299581543,Block B
7747,299581549,Block C
7748,299581552,Block D
7749,299581562,Sha Tin Jockey Cl
7750,299581564,Shing Cheung House
7751,299581565,Shing Hong House
7752,299581567,Shing Wing House
7753,299581568,Shing Yan House
7754,300687090,Bellagio Mall
7755,300687093,Block 1
7756,300687094,Block 2
7757,300687097,Block 3
7758,300687103,Block 5
7759,300687104,Block 5
7760,300687105,Block 6
7761,300687106,Block 7
7762,300687107,Block 8
7763,300687116,Chan Kee Commercial Centre
7764,300687143,Sham Tseng Telephone Exchange
7765,300687153,Li's Ancestral Hall
7766,300687154,Li's Ancestral Hall
7767,300687168,Pat Heung Fire Lookout
7768,300687173,Riviera Plaza
7769,300687210,Tai Mo Shan Co
7770,300687211,Tai Mo Shan Fire Lookou
7771,300687225,Tin Fu Tsai Fire Lookou
7772,300687234,Tsuen Wan Market
7773,300687261,Lido Garden
7774,300687264,Sham Tseng Fire Stat
7775,300687312,Podium E
7776,300690156,Block 1
7777,300690157,Block 2
7778,300690158,Block 3
7779,300690159,Block 4
7780,300690160,Block A
7781,300690161,Block B
7782,300690162,Club House
7783,300690163,Hoi Chu Mansion
7784,300690164,Hoi Fai Mansion
7785,300690165,Hoi Fung Mansion
7786,300690166,Hoi Har Mansion
7787,300690167,Hoi Kwai Mansion
7788,300690168,Hoi Kwun Mansion
7789,300690170,Hoi Nga Mansion
7790,300690171,Hoi Ngan Mansion
7791,300690172,Hoi Ning Mansion
7792,300690173,Hoi Po Mansion
7793,300690174,Hoi San Mansion
7794,300690175,Hoi Sing Mansion
7795,300690176,Hoi Tao Mansion
7796,300690177,Hoi Tsui Mansion
7797,300690178,Hoi Wai Mansion
7798,300690179,Hoi Wan Mansion
7799,300690183,Hoi Yat Mansion
7800,300690186,Hoi Yin Mansion
7801,300690187,Hoi Yue Mansion
7802,300690191,Tower 1
7803,300690192,Tower 1
7804,300690193,Tower 2
7805,300690194,Tower 2
7806,300690195,Tower 3
7807,300690196,Tower 3
7808,300690197,Tower 4
7809,300690198,Tower 5
7810,300690199,Tower 5
7811,300690200,Tower 6
7812,300690201,Tower 7
7813,300690202,Tower 8
7814,300690203,Tower 9
7815,300690237,Tower 1
7816,300690238,Tower 3
7817,300690241,Tower 2
7818,300819271,Bay View Shopping Arcade
7819,301326715,ittle Meerkat and Giant Tortoise Adventure
7820,301326716,Evergreen Classroom
7821,301326718,Club Panda
7822,301326723,Gator Mash
7823,301326724,Marine M
7824,301326726,Coral Building
7825,301326728,Ocean Park Veterinary Hosp
7826,301326730,Sea Life Carousel
7827,301326732,ong Kong Marine Life Stranding and Education Ce
7828,301326736,Ocean Park Whi
7829,301329075,essie's Snack Roundup
7830,302152419,Aster Court
7831,302152422,Block 10
7832,302152423,Block 11
7833,302152424,Block 12
7834,302152425,Block 13
7835,302152426,Block 15
7836,302152427,Block 1
7837,302152428,Block 1
7838,302152429,Block 1
7839,302152430,Block 1
7840,302152431,Block 1
7841,302152433,Block 1
7842,302152434,Block 2
7843,302152435,Block 2
7844,302152436,Block 2
7845,302152437,Block 2
7846,302152438,Block 2
7847,302152439,Block 2
7848,302152440,Block 3
7849,302152441,Block 3
7850,302152442,Block 3
7851,302152443,Block 3
7852,302152444,Block 3
7853,302152447,Block 4
7854,302152448,Block 5
7855,302152449,Block 5
7856,302152450,Block 5
7857,302152451,Block 6
7858,302152452,Block 6
7859,302152453,Block 6
7860,302152454,Block 7
7861,302152455,Block 7
7862,302152456,Block 8
7863,302152457,Block 8
7864,302152458,Block 9
7865,302152459,Block 9
7866,302152460,Block A
7867,302152461,Block A
7868,302152462,Block B
7869,302152463,Block B
7870,302152464,Block C
7871,302152489,Chit Wing Building
7872,302152490,Chun Chu House
7873,302152497,Fu Ho Building
7874,302152513,Full Shing Building
7875,302152518,Fung Hing Building
7876,302152525,Hang Fat Mansion
7877,302152528,Hing Fat Building
7878,302152533,Hong Ling Building
7879,302152604,Hung Cheong House
7880,302152608,Hung Foon House
7881,302152612,Hung Hei House
7882,302152615,Hung Lok House
7883,302152620,Hung Long House
7884,302152630,Hung Shing House
7885,302152640,Hung Yan House
7886,302152642,Hung Yat House
7887,302152652,Kam Fung Building
7888,302152660,Kam Lun Mansion
7889,302152664,Kar Ho Building
7890,302152666,Kar Shing Building
7891,302152678,Kwan Tak Building
7892,302152706,Lee King Building
7893,302152795,Pak Yee Building
7894,302152813,Po Fat Building
7895,302152815,Po On Building
7896,302152856,Shun Fat Building
7897,302152883,Tower 10
7898,302152884,Tower 1
7899,302152885,Tower 1
7900,302152886,Tower 1
7901,302152887,Tower 2
7902,302152888,Tower 2
7903,302152889,Tower 2
7904,302152890,Tower 3
7905,302152891,Tower 3
7906,302152892,Tower 5
7907,302152893,Tower 6
7908,302152894,Tower 7
7909,302152895,Tower 8
7910,302152896,Tower 9
7911,302152897,Tower M1
7912,302152898,Tower M2
7913,302152899,Tower M3
7914,302152900,Tower M5
7915,302152901,Tower M6
7916,302152902,Tower M7
7917,302152903,Tower M8
7918,302152904,Tower M9
7919,302152909,Tung Yik Building
7920,302152912,Wah Yan Building
7921,302152913,Wang Chau Service Reservoir
7922,302152970,Yuen May Building
7923,302152971,Yuen Shin Building
7924,302152982,Hung Fuk Marketplace
7925,302152997,Hung Fuk Estate Anci
7926,302153008,Clubhouse
7927,302153012,Hung Fuk Shopping Centre
7928,302153023,sso
7929,302153037,Tai Shu Ha Tin Hau Temple
7930,302153048,I Yoho Mall I
7931,302153771,The Hong
7932,302153829,Hung Yuet House
7933,302153837,Aviary Pagoda
7934,302153838,Block 1
7935,302153843,Block 1
7936,302153845,Block 3
7937,302153848,Block 2
7938,302153850,Block 2
7939,302153851,Block 5
7940,302739992,Amphitheatre
7941,302740009,Lighthouse
7942,302740025,Metro City Plaza II
7943,302740027,Metro City Plaza III
7944,302740028,Metro City Plaza One
7945,302740041,Po Lam
7946,302867468,Fire Services Tuen Mun Store
7947,302867476,Hotel COZi鈥Resort
7948,302867482,Tak Wing Industrial Building
7949,302867509,Gemmy Development Indus
7950,302867511,Tak Wing Industrial Building
7951,302867512,PENTAHOTEL HONG KONG
7952,302867515,PENTAHOTEL HONG KONG
7953,302998785,Wong Chuk Hang
7954,303293481,Alliance Primary School Ko
7955,304114988,Academic and Administration B
7956,304380901,Tiu Keng Leng Public Li
7957,304380903,Tiu Keng Leng Sports Centre
7958,304385596,Lung Wui
7959,306064080,Wui Yan House
7960,306064081,Wui Sum House
7961,306408088,ports Hall
7962,306967174,ha Tin College Sports Hall
7963,307523791,Information Centre
7964,308826980,Block 1
7965,308826981,Block 2
7966,308826982,Block 3
7967,309602011,Clear Water Bay Telephone
7968,311764680,Tseung Kwan O Waterf
7969,312025186,Elysion Place Hotel Cau
7970,312192560,Block 1
7971,312192561,Block 1
7972,312192562,Block 2
7973,312192563,Block 2
7974,312192564,Block A
7975,312192565,Block A
7976,312192566,Block A
7977,312192567,Block B
7978,312192568,Block B
7979,312192569,Block B
7980,312192570,Block C
7981,312192571,Block C
7982,312192572,Block D
7983,312192573,Block D
7984,312192574,Block E
7985,312192584,China Merchants Godown B
7986,312192585,China Merchants Godown A
7987,312192594,heelock Gallery
7988,312192599,mperial Kennedy
7989,312192695,Administration Building
7990,312192702,oksmith Villa
7991,312192808,Kennedy
7992,312192815,Concorde Hotel
7993,312192833,Wui Tat Centre
7994,312192979,own Place
7995,312409354,Cemetery Office
7996,312926455,Hiu Ming Court
7997,312926456,Hiu Kwong Court
7998,313120667,Fishpond Hide
7999,313120669,Mudflat Hide
8000,313120677,One Sky Mall
8001,313120687,Visitor Centre
8002,313120691,Wetland Discovery Centre
8003,313398145,Tsang's Ancestral Hall
8004,313793547,Sau Mau Ping Shing Wong Templ
8005,313793549,Tai Shing Temple
8006,313793550,Temple of Guan Yin Pu Shan
8007,313793551,Him Tat House
8008,313793552,Ching Tat House
8009,313793553,Lai Tat House
8010,313793554,Sin Tat House
8011,313793555,Chi Tat House
8012,313793558,Hau Tat House
8013,313793559,Yin Tat House
8014,313793562,Shing Tat House
8015,313793563,Oi Tat House
8016,313793564,Chun Tat House
8017,313793565,Yan Tat House
8018,314071120,Ta Tit Yan Kwun Yam Temple
8019,314233280,Caritas Cable & Wireless Shel
8020,314233281,Ma Chai Hang Fresh Water Serv
8021,314233283,Ngau Chi Wan Fresh Wate
8022,314237053,ormitory
8023,314357008,Tate's Cairn Tunnel
8024,314357011,Tate's Cairn Tunnel
8025,314357012,Tate's Cairn Tunn
8026,314742923,Ma Wan Solar Tower
8027,315449594,Block 10
8028,315449601,ISSF姘ｆ嶅皠鎿婁腑蹇 Hong Kong ISSF Air
8029,315571038,Block A
8030,315571039,The Jockey Club Tower
8031,315571040,Block B
8032,315571042,Cheng Yu Tung Yower
8033,315571046,Run Run Shaw Tower
8034,315572281,entennial Gate
8035,315573847,Lee Shau Kee Business Buil
8036,315704907,HKUST Multi-st
8037,315843023,KU Station Exit C1
8038,315843024,KU Station Exit B1
8039,315843025,KU Station Exit A
8040,315843026,MTR H
8041,315897123,Lung Tam Kwun Yam Temple
8042,316843071,Block 1
8043,316843072,Block 1
8044,316843073,Block 2
8045,316843074,Block 2
8046,316843075,Block A
8047,316843076,Block A
8048,316843077,Block A
8049,316843078,Block B
8050,316843079,Block B
8051,316843080,Block B
8052,316843124,Chow Shing Kee Commercial
8053,316843150,East Block
8054,316843161,Fa Yuen Street Municipal S
8055,316843172,Fu Kam Building
8056,316843173,Fu Lai Building
8057,316843174,Fu Luen Building
8058,316843175,Fu Sun Building
8059,316843176,Fu Tin Building
8060,316843177,Fu Tong Building
8061,316843179,Fu Wong Building
8062,316843189,Greenfield Garden
8063,316843230,King Moon Heights
8064,316843231,King Tong Heights
8065,316843233,King Wang Heights
8066,316843265,Metro Regalia
8067,316843276,Nelson Street Refuse
8068,316843281,Olympian City 3
8069,316843294,Portland Street Publ
8070,316843297,President Commercial Centre
8071,316843303,Reclamation Street 285
8072,316843371,Tower 1
8073,316843372,Tower 1
8074,316843373,Tower 2
8075,316843374,Tower 2
8076,316843375,Tower 3
8077,316843376,Tower 6
8078,316843377,Tower 7
8079,316843378,Tower 8
8080,316843379,Trade and Industry Departm
8081,316843380,Tung Choi Street
8082,316843393,West Block
8083,316843870,Sun Hing Steel Furnitur
8084,316844291,Hilton Garden
8085,316856622,Cheung Wong Road Refuse
8086,317359731,Cherry House
8087,317359732,White Shed
8088,317359733,Orchid House
8089,317359734,Marigold House
8090,317359736,Peony House
8091,317359738,Willow House
8092,317359739,Cedar House
8093,317637341,Flora Ho Sports Cent
8094,317668974,Hoi Ha Wan
8095,318176399,Lamma Fire Station
8096,318219909,The Fortified Structure at Ha Pa
8097,319658129,Hong Kong Museum of Medica
8098,320048979,Laboratory Animal Unit
8099,320048982,Pine Court Block 2
8100,320048986,Pauline Chan Building
8101,320048987,William M.W. Mong Block
8102,320048989,Laboratory Block
8103,320048990,HKU Estates Building
8104,320048991,Patrick Manson Building
8105,320048993,Dexter H.C. Man Building
8106,320049408,Pine Court Block 3
8107,320049409,Pine Grove Block 6
8108,320049410,Pine Grove Block 7
8109,320210281,Clear Water Ba
8110,320353015,Kwai Chung Kaifong Welfare
8111,320529652,Cross Border Coach Term
8112,320983983,Block A
8113,320983984,Block A
8114,320983985,Block A
8115,320983986,Block A
8116,320983987,Block A
8117,320983988,Block A
8118,320983989,Block B
8119,320983990,Block B
8120,320983991,Block B
8121,320983992,Block B
8122,320983993,Block B
8123,320983994,Block B
8124,320984000,Eight South Lane
8125,320984025,Kennedy Town Kai-Fong Welf
8126,320984050,Po Lung Court
8127,320984069,Tai Pak Court
8128,320984070,To Li Court
8129,320984071,Tower 1
8130,320984072,Tower 2
8131,320984073,Tower 3
8132,320984074,Tower 5
8133,320984075,Tower 6
8134,320984076,Tower 8
8135,320984082,uper Store
8136,320984100,arbour One
8137,320984104,ennedy Town Centre
8138,320984155,One South Lane
8139,322232962,Citi Tower
8140,322232967,Manulife Tower
8141,322253813,Fung Ping Pavilion
8142,322427555,Peng Kwai Villa
8143,322427577,Peng Chau Peak Villa
8144,322427650,Sea View Villas B2
8145,322427667,Sea View Villas B7
8146,322427676,Sea View Villas 1
8147,322427689,Sea View Villas B4
8148,322427701,Sea View Villas 2
8149,322427729,un Sat Store
8150,322427737,Moral Sin Tong
8151,322427762,Jade View Villas
8152,322427833,Sea View Villas B1
8153,322427858,Sea View Villas 3
8154,322429617,Lung Mo Temple
8155,322435697,Wai Tsai Street Public Toilet
8156,322462981,New Academic Block
8157,322462984,General Education Building
8158,322462985,Leung Kau Kui Building
8159,322462986,Ho Sin Hang Building
8160,322462987,Amenities Building
8161,322462988,Dorothy Y.L.Wong Building
8162,322462991,Northern Student Hostels
8163,322678744,Siu Hong Commercial Centre
8164,322678745,Siu Wah House
8165,322678746,Siu Cheong House
8166,322678747,Siu Ping House
8167,322678748,Siu Yan House
8168,322678749,Siu Chun House
8169,322678751,Siu Wing House
8170,322678752,Siu Kin House
8171,322678753,Siu Kit House
8172,322678755,Siu Wai House
8173,322680378,Siu Shun House
8174,322680379,Siu Fai House
8175,322680380,Siu Kei House
8176,322680381,Siu Ning House
8177,322680382,Siu Lok House
8178,322680384,Siu Sun House
8179,322680387,Siu Hang House
8180,322680388,Siu Yin House
8181,322680390,Siu Ho House
8182,322680391,Siu Lai House
8183,322680392,Siu Tai House
8184,322703235,Siu Hong Sewage Pumping Stati
8185,322839523,Block 1
8186,322839524,Block 1
8187,322839525,Block 2
8188,322839526,Block 2
8189,322839527,Block A
8190,322839528,Block B
8191,322839529,Block C
8192,322839530,Block D
8193,322839597,Sai Ying Poon Post Offi
8194,322839598,Saint Barnabas Society and
8195,322839610,Tower 1
8196,322839613,Tower 1
8197,322839620,Tower 2
8198,322839624,Tower 2
8199,322839654,Western Police Married
8200,322839818,Water Street Public Toilet
8201,322839870,ourtyard Marriot
8202,322885526,Block 1
8203,322885529,Block 2
8204,322886711,Caritas Community Centr
8205,323076640,Yat Tin House
8206,323076641,Hei Tin House
8207,323076642,Luk Tin House
8208,323076643,Chun Tin House
8209,323076644,Yuet Tin House
8210,323742603,Sales
8211,323742604,Shek Tong Tsui Municipal S
8212,323745043,Lee Wai Lee Building
8213,323745057,Administration Block
8214,323745485,METRO Recreation Clu
8215,323784911,House 10
8216,323784912,House 11
8217,323784913,House 12
8218,323784914,House 1
8219,323784915,House 1
8220,323784916,House 1
8221,323784917,House 2
8222,323784918,House 2
8223,323784919,House 2
8224,323784920,House 3
8225,323784921,House 3
8226,323784922,House 3
8227,323784923,House 5
8228,323784924,House 5
8229,323784925,House 5
8230,323784926,House 6
8231,323784927,House 6
8232,323784928,House 6
8233,323784929,House 7
8234,323784930,House 7
8235,323784931,House 7
8236,323784932,House 8
8237,323784933,House 8
8238,323784934,House 8
8239,323784935,House 9
8240,323784936,House 9
8241,323784937,W
8242,323784945,Tower 10
8243,323784946,Tower 10
8244,323784947,Tower 10
8245,323784948,Tower 11
8246,323784949,Tower 11
8247,323784950,Tower 12
8248,323784951,Tower 12
8249,323784955,Tower 15
8250,323784956,Tower 15
8251,323784957,Tower 16
8252,323784958,Tower 16
8253,323784959,Tower 17
8254,323784960,Tower 18
8255,323784961,Tower 19
8256,323784962,Tower 1
8257,323784963,Tower 1
8258,323784964,Tower 1
8259,323784965,Tower 20
8260,323784966,Tower 21
8261,323784967,Tower 2
8262,323784968,Tower 2
8263,323784969,Tower 2
8264,323784970,Tower 3
8265,323784971,Tower 3
8266,323784972,Tower 3
8267,323784973,Tower 5
8268,323784974,Tower 5
8269,323784975,Tower 5
8270,323784976,Tower 6
8271,323784977,Tower 6
8272,323784978,Tower 6
8273,323784979,Tower 7
8274,323784980,Tower 7
8275,323784981,Tower 7
8276,323784982,Tower 8
8277,323784983,Tower 8
8278,323784984,Tower 8
8279,323784985,Tower 9
8280,323784986,Tower 9
8281,323784987,Tower 9
8282,323784988,W
8283,323784989,W
8284,323788586,Tower 10
8285,323788587,Tower 11
8286,323788588,Tower 7
8287,323788589,Tower 8
8288,323788590,Tower 9
8289,325909424,Top View Mansion
8290,325909429,South Block
8291,328300410,Wah Yan House
8292,328412127,All City
8293,328412130,All City
8294,328412134,All City
8295,330012263,Ping Oi House (A)
8296,330012266,Ping Yin House (B)
8297,330012267,Ping Tai House (C)
8298,334054570,mall World Ice Cream
8299,334664293,Sunny Bay
8300,335583391,Mira Place 2
8301,336604425,Performing Arts Block
8302,339838630,Block 2
8303,340638083,Lai Yip Street Refuse C
8304,342109865,Marsh Road Station Building
8305,342109876,Wan Chai No. 2 Salt
8306,342112516,Tsuen Wan Riviera Pa
8307,342121606,Tower 2
8308,342121607,Tower 1
8309,342121608,Best Western Hotel Harbour Vi
8310,342129898,Podium A
8311,342129899,Podium D
8312,342143545,Shung Ling Building
8313,342147991,Ying Fuk Court Car Park
8314,342309727,Podium B
8315,342540425,B茅thanie
8316,342540429,The Wellcome Theatre
8317,343405531,Water Supplies
8318,344083354,Chai Wan Masjid
8319,344117525,Wah Sum Shopping Centre
8320,345000154,Aberdeen Fisherie
8321,345412520,Dragon House
8322,345412521,Lei Wen Court
8323,345663418,Amazing Bird Theatre
8324,345666978,Fanling Government Secondary
8325,345673631,Wah Sum Estate Car Park
8326,345705934,Tower 2
8327,345706109,Tower 3
8328,345706110,Tower 1
8329,345706111,Tower 4
8330,345707043,Tower 6
8331,345707044,Tower 5
8332,345707045,Tower 4
8333,345707047,Tower 3
8334,345707050,Tower 2
8335,345707056,Tower 1
8336,346125652,Tai Tak House
8337,346125654,Tai Lok House
8338,346125655,Wayland House
8339,346126860,Tin Wan Court
8340,346126862,Housing for Senior Citizen
8341,346127140,Caritas Joc
8342,346127141,Caritas Ins
8343,346130734,Tin Wan Shopping Centre
8344,346686313,Ovolo Hotel Shek Pai Wa
8345,346686316,Tin Wan Close Refuse Collecti
8346,346686317,TWGHs Tin Wan Kinder
8347,346806081,Aberdeen Wholesale F
8348,346831862,Global Trade Square
8349,346831863,Victory Factory Building
8350,346831864,Telephone Exchange
8351,346831866,Yan's Tower
8352,346831868,Citybus/NWFB Wong Ch
8353,346831869,E.On Industrial Building
8354,346831870,outh Island Place
8355,346831872,Heung Yip Road
8356,346831878,United Industrial Building
8357,346832691,Shui Ki Industrial Building
8358,346832696,Casey Aberdeen House
8359,346859310,Kin Teck Industrial Building
8360,346859315,Vertical Sq
8361,346859316,Vita Tower
8362,347116204,Block 1
8363,347116223,Block 2
8364,347116245,Ocean Court
8365,347116252,Block 3
8366,347136872,Genesis
8367,347136875,Leader Centre
8368,347136876,Kwai Bo Industrial Building
8369,347136880,AXA Southside
8370,347932827,Wah Min House
8371,347932828,Wah Koon House
8372,347932829,Wah Min House
8373,347935360,Block 6
8374,347935361,Block 7
8375,347935362,Block 8
8376,347935363,Block 9
8377,347935364,Block 10
8378,347935365,Block 1
8379,347935366,Block 5
8380,347935367,Block 4
8381,347935368,Block 3
8382,347935369,Block 2
8383,349883503,Wan C
8384,350154079,Pittosporum Court (1)
8385,350154081,Orchid Court (3)
8386,350154082,Cotton Tree Court (5)
8387,350154083,Ivy Court (2)
8388,350154084,Grevillea Court (4)
8389,350155076,New Town Tower
8390,350517493,Cheung Tat Centre
8391,351079988,lock 1
8392,351079992,olar Lounge
8393,351080002,Fong Yuen Study Hall
8394,351080013,Heritage Centre
8395,351080015,Ma Wan Public Toilet
8396,351090904,lock 5
8397,351090905,lock 12
8398,351090906,lock 7
8399,351090909,lock 10
8400,351090910,lock 9
8401,351090913,lock 6
8402,351090915,una 6
8403,351090916,lock 4
8404,351090918,lock 2
8405,351090919,lock 3
8406,351090920,lock 8
8407,351090921,lock 11
8408,351379361,Tin Liu Village Office
8409,351379362,Chan's Ancestral Hall
8410,351556367,Ma Wan Pak Wan Tin Hau
8411,352300930,Administ
8412,352316081,Tower 3
8413,352316085,Tower 6
8414,352316088,Tower 5
8415,352316092,Tower 2
8416,352316096,Tower 1
8417,352316099,Tower 8
8418,352316100,Tower 7
8419,352319541,Cheung Wah Estate Car Park
8420,352319544,Cheung Wah Community Hall
8421,352322986,Cheong Yun House
8422,352322987,Cheong To House
8423,352322988,Cheong Siu House
8424,352322989,Cheong Ching House
8425,352326243,Fanling Fire Station
8426,352326245,Fanling Ambulance Depot
8427,353336624,Block 8
8428,353336625,Block 9
8429,353336626,Block 10
8430,353336627,Block 11
8431,353336628,Block 12
8432,353336629,Block 7
8433,353336630,Block 6
8434,353336631,Block 5
8435,353336632,Block 4
8436,353336633,Block 3
8437,353336634,Block 2
8438,353336635,Block 1
8439,353343852,anagement Office
8440,353368357,Yung Shing Shopping Centre
8441,353437320,Fu Kwai House
8442,353438799,Fu Wah House
8443,353438801,Fu Wing House
8444,353439083,Fu Kwok House
8445,353439084,Fu Keung House
8446,353564525,Fu Tak House
8447,353564526,Fu Yin House
8448,353564527,Fu Tai House
8449,353586815,Tai Wo Hau Estate Communit
8450,353586816,Fu On House
8451,353586818,Tai Wo Hau Cooked Food Sta
8452,353586819,Tai Wo Hau Commercial Centre
8453,353586820,Fu Man House
8454,353586821,Fu Pong House
8455,353586822,Fu Pik House
8456,353586823,Fu Sau House
8457,353586824,Fu Nga House
8458,353586825,Fu Yat House
8459,353586826,Fu Ching House
8460,353586827,Fu Ping House
8461,353601781,Kwai Yee House
8462,353601782,Kwai Him House
8463,353782544,Tahitian Terrace
8464,353782545,Professor Porter's Trading Post
8465,353783063,Mickey's PhilharMagic
8466,353783064,Merlin鈥檚 Treasures
8467,353783304,Royal Banquet Hall
8468,353783305,Storybook Shoppe
8469,353784762,ain Street Market
8470,353973005,Wing Fai Centre Commercial Co
8471,353973006,Block 1
8472,353973007,Block 5
8473,353973008,Block 3
8474,353973009,Block 2
8475,354969980,Fanling Health Centre
8476,354970475,Sheung Shui Police Station
8477,354979579,Mei Foo
8478,354995748,Elite Industrial Centre
8479,354995749,Cheung Sha Wan Plaza
8480,354995750,Billion Plaza
8481,354995752,Hong Kong Industrial Cent
8482,354995753,Hong Kong Industrial Cent
8483,354995754,Hong Kong Industrial Cent
8484,354995755,Hong Kon
8485,354995756,LiFung Tower
8486,354995757,Manley Tower
8487,355013182,Lai Chi Kok Government Off
8488,355013183,Mei Foo
8489,355036737,Garden Bakery
8490,355038090,Un Chau Street Municipal S
8491,355114864,Yung Sui House
8492,355114865,Yung Wei House
8493,355114866,Yung Wa House
8494,355117454,Wing Sum Building
8495,355117455,Pegasus Building
8496,355117456,Grand Mansion
8497,355117458,Fa Yuen Mansion
8498,355117459,Prince Commercial Building
8499,355117460,Chue Jen Building
8500,355117461,Wai Hing Building
8501,355117462,Yee Fung Building
8502,355117464,Wynne House
8503,355118478,Block E
8504,355118479,Block F
8505,355118480,Block G
8506,355118481,Block H
8507,355118482,Block A
8508,355118483,Block B
8509,355118484,Block D
8510,355118485,Block J
8511,355118486,Block C
8512,355118487,Block K
8513,355118488,Block L
8514,355119609,Veristrong Industrial Centre
8515,355119611,Chinachem Wah Yiu Indus
8516,355119615,Fo Tan Industrial Centre
8517,355119616,Haribest Industrial Buildi
8518,355119617,Harry Industrial Building
8519,355119618,International Industrial Cent
8520,355119619,Meeco Industrial Building
8521,355119620,Wah Wai Centre
8522,355119621,Yale Industrial Centre
8523,355123578,Former Fanling Magistracy
8524,355241162,Kwei Tei Street Public Toilet
8525,356612992,Avon Mall
8526,356627721,Wo Hing Tsuen Refuse Co
8527,356627725,Wo Hing Tsuen Public Toilet
8528,356689228,Amber Court
8529,356689229,Brilliant Court
8530,356689230,Canary Court
8531,356689231,Dragon Court
8532,356689232,Elegant Court
8533,356689233,Forum Court
8534,356689234,Galaxy Court
8535,356689235,Fanling Town Centre Shopping
8536,357494127,Customs and
8537,357495760,On Lok Tsuen Refuse Col
8538,357495761,Fanling Sewage Pumping Sta
8539,357595725,Fanling
8540,358385128,Tong Hang Fresh Water Serv
8541,359177291,Service Building
8542,359305537,Red Cross Blood Donor C
8543,359327938,Kiosk
8544,359342575,ookout Tower
8545,359379157,Amphitheatre
8546,359550570,Union Building
8547,360099682,Fanling Distribution Centre
8548,360099683,Yip's Chemical Building
8549,360099684,Chung Tai Printing Grou
8550,360099685,Raleigh Centre
8551,360099686,Yau Shing Hong Building
8552,361228837,On Hang Industrial Centre
8553,362007476,Ming Ho Building
8554,362008156,Wanchai House
8555,362216207,C.C. Wu Building
8556,362411618,Toi Shan Centre
8557,362419370,Emperor Group Centre
8558,362517830,Crawford House
8559,363023636,Central Services Building
8560,363023637,Block 3
8561,363023638,Block 4
